cases;deaths;countriesAndTerritories;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;PORC_SOBREPESO_F;PORC_SOBREPESO_M
0;0;Israel;Asia;0.08216567;59.5;71.4
240;8;Italy;Europe;1.86383112;58.6;70.1
9;2;Japan;Asia;0.14740624;25.1;34
0;0;Kuwait;Asia;1.06962625;72.8;71.6
1;0;Lebanon;Asia;0.05834553;66.9;66.8
0;0;Lithuania;Europe;0.03578862;61.3;64.8
1;0;Luxembourg;Europe;0.16289457;54;69.6
0;0;Malaysia;Asia;0.00938973;42.1;41.3
1;0;Mexico;America;0.00940619;65.7;62.3
0;0;Monaco;Europe;3.02251776;0;0
0;0;Nepal;Asia;0;21;18.1
5;0;Netherlands;Europe;0.04050419;56.1;69.3
0;0;New Zealand;Oceania;0.02090711;63.5;72.7
0;0;Nigeria;Africa;0.0004976;32.6;19.7
0;0;North Macedonia;Europe;0.04814331;54.6;67.4
9;0;Norway;Europe;0.28152033;55.5;68
0;0;Oman;Asia;0.12060321;60.8;54
2;0;Pakistan;Asia;0.00184702;28.6;23.9
0;0;Philippines;Asia;0;27.4;24.7
1;0;Qatar;Asia;0.03530985;71.3;70.1
0;0;Romania;Europe;0.0154524;55.8;67.6
0;0;Russia;Europe;0;61.3;60.8
0;0;San Marino;Europe;2.90250486;0;0
4;0;Singapore;Asia;0.51685436;29.4;37.9
595;1;South Korea;Asia;6.82670197;28.9;35.5
28;0;Spain;Europe;0.17044101;61;73.6
0;0;Sri Lanka;Asia;0;28.7;19.2
3;0;Sweden;Europe;0.09774994;52.8;67.3
6;0;Switzerland;Europe;0.21066116;49.9;66.2
1;0;Taiwan;Asia;0.09253853;0;0
0;1;Thailand;Asia;0.01149003;38.3;30.9
0;0;United Arab Emirates;Asia;0.13305323;67.7;65.2
12;0;United Kingdom;Europe;0.04801408;62.7;71.8
3;1;United States of America;America;0.01641014;65.8;74.8
0;0;Vietnam;Asia;0;20.5;15.9
0;0;Afghanistan;Asia;0.00262869;22.2;17.1
0;0;Algeria;Africa;0.00696815;64.8;56.7
0;0;Armenia;Europe;0.03380974;56.9;54.6
3;0;Australia;Oceania;0.0555485;61.3;73.3
4;0;Austria;Europe;0.15803539;51.3;65.3
2;0;Azerbaijan;Europe;0.02985752;54.4;52.4
6;0;Bahrain;Asia;2.86382104;67.2;62.9
0;0;Belarus;Europe;0.01057931;61.1;65.2
0;0;Belgium;Europe;0.1571295;57.2;71.4
0;0;Brazil;America;0.00094764;56.2;57.6
0;0;Cambodia;Asia;0;23;17.4
4;0;Canada;America;0.04276813;62.3;73
0;0;Japan;Other;;25.1;34
205;42;China;Asia;0.66369844;31.8;35.8
2;0;Croatia;Europe;0.17172663;59.1;70
3;0;Czechia;Europe;0.02816954;60.3;73.3
1;0;Denmark;Europe;0.06889329;51.6;67
1;0;Dominican Republic;America;0.00931189;64;55.6
5;0;Ecuador;America;0.03453504;58.3;51.4
1;0;Egypt;Africa;0.00099613;68.1;55.6
0;0;Estonia;Europe;0.07548195;58.4;62.8
3;0;Finland;Europe;0.09061387;56.1;69.3
30;0;France;Europe;0.17608554;56.5;70
0;0;Georgia;Europe;0.07506076;57.7;56.6
18;0;Germany;Europe;0.13731761;56.2;69.7
0;0;Greece;Europe;0.06527051;62;72.4
2;0;Iceland;Europe;0.84035732;53.3;69.6
0;0;India;Asia;0;21.1;17.5
2;0;Indonesia;Asia;0.00073903;31.2;25.3
385;11;Iran;Asia;1.17953694;64.6;57.1
6;0;Iraq;Asia;0.04833402;63.4;56.2
0;0;Ireland;Europe;0.02039052;58.3;69
3;0;Israel;Asia;0.11737953;59.5;71.4
561;6;Italy;Europe;2.79326157;58.6;70.1
15;1;Japan;Asia;0.15371239;25.1;34
1;0;Kuwait;Asia;1.09339572;72.8;71.6
6;0;Lebanon;Asia;0.14586383;66.9;66.8
0;0;Lithuania;Europe;0.03578862;61.3;64.8
0;0;Luxembourg;Europe;0.16289457;54;69.6
4;0;Malaysia;Asia;0.02190938;42.1;41.3
0;0;Mexico;America;0.00940619;65.7;62.3
0;0;Monaco;Europe;3.02251776;0;0
0;0;Nepal;Asia;0;21;18.1
6;0;Netherlands;Europe;0.07522207;56.1;69.3
0;0;New Zealand;Oceania;0.02090711;63.5;72.7
0;0;Nigeria;Africa;0.0004976;32.6;19.7
0;0;North Macedonia;Europe;0.04814331;54.6;67.4
4;0;Norway;Europe;0.35659242;55.5;68
0;0;Oman;Asia;0.12060321;60.8;54
0;0;Pakistan;Asia;0.00184702;28.6;23.9
0;0;Philippines;Asia;0;27.4;24.7
2;0;Qatar;Asia;0.10592955;71.3;70.1
0;0;Romania;Europe;0.0154524;55.8;67.6
0;0;Russia;Europe;0;61.3;60.8
7;1;San Marino;Europe;23.22003889;0;0
4;0;Singapore;Asia;0.53408284;29.4;37.9
686;5;South Korea;Asia;8.16393127;28.9;35.5
54;0;Spain;Europe;0.28548869;61;73.6
0;0;Sri Lanka;Asia;0;28.7;19.2
0;0;Sweden;Europe;0.01954999;52.8;67.3
6;0;Switzerland;Europe;0.28088155;49.9;66.2
0;0;Taiwan;Asia;0.08412594;0;0
1;0;Thailand;Asia;0.01292628;38.3;30.9
0;0;United Arab Emirates;Asia;0.12281836;67.7;65.2
5;0;United Kingdom;Europe;0.05551628;62.7;71.8
20;1;United States of America;America;0.02248796;65.8;74.8
0;0;Vietnam;Asia;0;20.5;15.9
1;0;Andorra;Europe;;61.9;74.5
4;0;Australia;Oceania;0.0714195;61.3;73.3
4;0;Austria;Europe;0.20318836;51.3;65.3
19;0;Belgium;Europe;0.1571295;57.2;71.4
0;0;Brazil;America;0.00094764;56.2;57.6
3;0;Canada;America;0.05078715;62.3;73
127;32;China;Asia;0.54073708;31.8;35.8
1;0;Croatia;Europe;0.19625901;59.1;70
2;0;Czechia;Europe;0.04694924;60.3;73.3
1;0;Denmark;Europe;0.08611661;51.6;67
1;0;Ecuador;America;0.04029088;58.3;51.4
48;1;France;Europe;0.24771356;56.5;70
28;0;Germany;Europe;0.17104474;56.2;69.7
3;0;Iceland;Europe;1.68071464;53.3;69.6
2;0;India;Asia;0.00014637;21.1;17.5
523;12;Iran;Asia;1.81031181;64.6;57.1
2;0;Iraq;Asia;0.05342181;63.4;56.2
347;17;Italy;Europe;3.36814992;58.6;70.1
0;0;Japan;Asia;0.15371239;25.1;34
1;0;Jordan;Asia;;68.8;64.2
10;0;Kuwait;Asia;1.33109045;72.8;71.6
1;0;Latvia;Europe;;60.1;63.7
3;0;Lebanon;Asia;0.18962298;66.9;66.8
1;0;Mexico;America;0.01019004;65.7;62.3
1;0;Morocco;Africa;;63.5;55.2
5;0;Netherlands;Europe;0.10415363;56.1;69.3
6;0;Norway;Europe;0.46920055;55.5;68
1;0;Oman;Asia;0.14070374;60.8;54
2;0;Portugal;Europe;;57.6;67.3
1;0;Russia;Europe;0.00068553;61.3;60.8
1;0;Saudi Arabia;Asia;;70.2;68.3
1;0;Senegal;Africa;;32;17.1
2;0;Singapore;Asia;0.53408284;29.4;37.9
1;0;Sint Maarten;America;;0;0
600;6;South Korea;Asia;9.33327485;28.9;35.5
56;0;Spain;Europe;0.4047974;61;73.6
5;0;Sweden;Europe;0.12707493;52.8;67.3
6;0;Switzerland;Europe;0.35110194;49.9;66.2
1;0;Taiwan;Asia;0.07991964;0;0
1;0;Tunisia;Africa;;66.7;57.4
22;0;United Kingdom;Europe;0.08852597;62.7;71.8
14;4;United States of America;America;0.02674244;65.8;74.8
2;0;Algeria;Africa;0.01161358;64.8;56.7
1;0;Argentina;America;;60.5;66.4
8;0;Australia;Oceania;0.1031615;61.3;73.3
6;0;Austria;Europe;0.27091782;51.3;65.3
2;0;Bahrain;Asia;2.98568577;67.2;62.9
3;0;Belarus;Europe;0.04231725;61.1;65.2
34;0;Belgium;Europe;0.32298842;57.2;71.4
0;0;Brazil;America;0.00094764;56.2;57.6
3;0;Canada;America;0.05880617;62.3;73
1;0;Chile;America;;63.2;65.7
119;37;China;Asia;0.42698212;31.8;35.8
1;0;Croatia;Europe;0.22079139;59.1;70
0;0;Czechia;Europe;0.04694924;60.3;73.3
3;0;Denmark;Europe;0.13778657;51.6;67
1;0;Estonia;Europe;0.1509639;58.4;62.8
1;0;Finland;Europe;0.10873665;56.1;69.3
34;1;France;Europe;0.29845008;56.5;70
39;0;Germany;Europe;0.21802182;56.2;69.7
10;0;Iceland;Europe;4.48190571;53.3;69.6
1;0;India;Asia;0.00021955;21.1;17.5
835;11;Iran;Asia;2.81738068;64.6;57.1
5;0;Iraq;Asia;0.06614129;63.4;56.2
1;0;Ireland;Europe;0.04078104;58.3;69
466;28;Italy;Europe;4.14019019;58.6;70.1
14;0;Japan;Asia;0.15923027;25.1;34
7;0;Malaysia;Asia;0.04381876;42.1;41.3
3;0;Mexico;America;0.01254159;65.7;62.3
10;0;Netherlands;Europe;0.16201676;56.1;69.3
1;0;New Zealand;Oceania;0.04181422;63.5;72.7
8;0;Norway;Europe;0.61934473;55.5;68
1;0;Pakistan;Asia;0.00230877;28.6;23.9
1;0;Poland;Europe;;56.7;68.8
2;0;Portugal;Europe;;57.6;67.3
5;0;Qatar;Asia;0.28247879;71.3;70.1
1;0;Romania;Europe;0.0206032;55.8;67.6
1;0;Russia;Europe;0.00137106;61.3;60.8
2;0;San Marino;Europe;29.02504862;0;0
2;0;Singapore;Asia;0.49962588;29.4;37.9
516;4;South Korea;Asia;10.31130679;28.9;35.5
75;0;Spain;Europe;0.56458585;61;73.6
13;0;Sweden;Europe;0.1759499;52.8;67.3
7;0;Switzerland;Europe;0.43302573;49.9;66.2
1;0;Taiwan;Asia;0.08412594;0;0
1;0;Ukraine;Europe;;60.3;63.9
6;0;United Arab Emirates;Asia;0.18422754;67.7;65.2
40;0;United Kingdom;Europe;0.14854357;62.7;71.8
22;3;United States of America;America;0.03342805;65.8;74.8
7;0;Algeria;Africa;0.02787259;64.8;56.7
11;1;Australia;Oceania;0.14680675;61.3;73.3
5;0;Austria;Europe;0.32735903;51.3;65.3
3;0;Bahrain;Asia;3.16848286;67.2;62.9
2;0;Belarus;Europe;0.06347588;61.1;65.2
53;0;Belgium;Europe;0.61978859;57.2;71.4
1;0;Brazil;America;0.00142147;56.2;57.6
3;0;Canada;America;0.0668252;62.3;73
2;0;Chile;America;;63.2;65.7
117;31;China;Asia;0.40766261;31.8;35.8
3;0;Czechia;Europe;0.07511878;60.3;73.3
2;0;Denmark;Europe;0.17223322;51.6;67
3;0;Ecuador;America;0.05755841;58.3;51.4
73;0;France;Europe;0.40738435;56.5;70
0;0;Georgia;Europe;0.07506076;57.7;56.6
66;0;Germany;Europe;0.29752149;56.2;69.7
3;0;Greece;Europe;0.09324358;62;72.4
2;0;Hungary;Europe;;59;72.8
10;0;Iceland;Europe;7.28309677;53.3;69.6
22;0;India;Asia;0.0018296;21.1;17.5
586;15;Iran;Asia;3.52172585;64.6;57.1
5;0;Iraq;Asia;0.07886076;63.4;56.2
4;0;Ireland;Europe;0.12234312;58.3;69
5;0;Israel;Asia;0.1760693;59.5;71.4
587;27;Italy;Europe;5.11269584;58.6;70.1
49;0;Japan;Asia;0.1836666;25.1;34
1;0;Liechtenstein;Europe;;0;0
14;0;Malaysia;Asia;0.08763751;42.1;41.3
3;0;Mexico;America;0.01489314;65.7;62.3
10;0;Netherlands;Europe;0.21987988;56.1;69.3
1;0;New Zealand;Oceania;0.06272133;63.5;72.7
23;0;Norway;Europe;1.05100923;55.5;68
8;0;Oman;Asia;0.30150802;60.8;54
1;0;Portugal;Europe;;57.6;67.3
0;0;Russia;Europe;0.00137106;61.3;60.8
5;0;San Marino;Europe;43.53757293;0;0
2;0;Senegal;Africa;;32;17.1
2;0;Singapore;Asia;0.4823974;29.4;37.9
1;0;Slovenia;Europe;;55;66.5
438;3;South Korea;Asia;11.09997925;28.9;35.5
81;1;Spain;Europe;0.73715738;61;73.6
30;0;Sweden;Europe;0.30302482;52.8;67.3
20;0;Switzerland;Europe;0.66709368;49.9;66.2
0;0;Taiwan;Asia;0.07571334;0;0
4;0;Thailand;Asia;0.01723504;38.3;30.9
55;0;United Kingdom;Europe;0.23106778;62.7;71.8
34;2;United States of America;America;0.04376036;65.8;74.8
5;0;Algeria;Africa;0.03948617;64.8;56.7
1;0;Argentina;America;;60.5;66.4
7;0;Australia;Oceania;0.16664551;61.3;73.3
12;0;Austria;Europe;0.46281794;51.3;65.3
3;0;Azerbaijan;Europe;0.05971505;54.4;52.4
0;0;Bahrain;Asia;3.16848286;67.2;62.9
81;0;Belgium;Europe;1.08244768;57.2;71.4
1;0;Bhutan;Asia;;26.7;24.3
2;0;Bosnia and Herzegovina;Europe;;51.2;62
5;0;Brazil;America;0.00379058;56.2;57.6
12;0;Canada;America;0.09622828;62.3;73
1;0;Chile;America;;63.2;65.7
170;30;China;Asia;0.35737608;31.8;35.8
1;0;Croatia;Europe;0.24532376;59.1;70
4;0;Czechia;Europe;0.11267817;60.3;73.3
10;0;Denmark;Europe;0.34446643;51.6;67
3;0;Ecuador;America;0.07482593;58.3;51.4
1;0;Egypt;Africa;0.00199227;68.1;55.6
3;0;Estonia;Europe;0.37740976;58.4;62.8
1;0;Faroe Islands;Europe;;0;0
5;0;Finland;Europe;0.19935052;56.1;69.3
138;3;France;Europe;0.61331491;56.5;70
6;0;Georgia;Europe;0.22518229;57.7;56.6
138;0;Germany;Europe;0.46374807;56.2;69.7
22;0;Greece;Europe;0.29837945;62;72.4
9;0;Iceland;Europe;9.80416873;53.3;69.6
1;0;India;Asia;0.00190279;21.1;17.5
591;15;Iran;Asia;4.2308953;64.6;57.1
7;2;Iraq;Asia;0.09666803;63.4;56.2
7;0;Ireland;Europe;0.26507675;58.3;69
2;0;Israel;Asia;0.1995452;59.5;71.4
769;41;Italy;Europe;6.38672796;58.6;70.1
32;0;Japan;Asia;0.20179678;25.1;34
2;0;Kuwait;Asia;1.37862939;72.8;71.6
3;0;Lebanon;Asia;0.23338213;66.9;66.8
0;0;Malaysia;Asia;0.08763751;42.1;41.3
2;0;Mexico;America;0.01646084;65.7;62.3
1;0;Morocco;Africa;;63.5;55.2
44;0;Netherlands;Europe;0.47447764;56.1;69.3
1;0;New Zealand;Oceania;0.08362844;63.5;72.7
30;0;Norway;Europe;1.61404989;55.5;68
1;0;Oman;Asia;0.32160856;60.8;54
7;0;Palestine;Asia;;0;0
4;0;Portugal;Europe;;57.6;67.3
2;0;Romania;Europe;0.0309048;55.8;67.6
0;0;Russia;Europe;0.00137106;61.3;60.8
7;0;San Marino;Europe;63.85510696;0;0
4;0;Saudi Arabia;Asia;;70.2;68.3
1;0;Senegal;Africa;;32;17.1
5;0;Singapore;Asia;0.55131132;29.4;37.9
5;0;Slovenia;Europe;;55;66.5
1;0;South Africa;Africa;;64;38.6
518;7;South Korea;Asia;11.96478593;28.9;35.5
183;2;Spain;Europe;1.12704119;61;73.6
25;0;Sweden;Europe;0.59627465;52.8;67.3
30;1;Switzerland;Europe;1.01819562;49.9;66.2
2;0;Taiwan;Asia;0.08412594;0;0
2;0;United Arab Emirates;Asia;0.20469727;67.7;65.2
56;0;United Kingdom;Europe;0.31509242;62.7;71.8
74;1;United States of America;America;0.06594443;65.8;74.8
6;0;Argentina;America;;60.5;66.4
4;0;Australia;Oceania;0.16664551;61.3;73.3
33;0;Austria;Europe;0.83532994;51.3;65.3
3;0;Azerbaijan;Europe;0.08957257;54.4;52.4
4;0;Bahrain;Asia;3.41221231;67.2;62.9
110;0;Belgium;Europe;1.78953044;57.2;71.4
5;0;Brazil;America;0.00615969;56.2;57.6
1;0;Cameroon;Africa;;37.1;22.2
6;0;Canada;America;0.11226633;62.3;73
1;0;Chile;America;;63.2;65.7
101;28;China;Asia;0.30681058;31.8;35.8
1;0;Colombia;America;;61.3;55.7
1;0;Costa Rica;America;;63.3;59.7
1;0;Croatia;Europe;0.26985614;59.1;70
7;0;Czechia;Europe;0.17840711;60.3;73.3
3;0;Denmark;Europe;0.3961364;51.6;67
1;0;Dominican Republic;America;0.01862378;64;55.6
12;0;Egypt;Africa;0.01394588;68.1;55.6
5;0;Estonia;Europe;0.75481952;58.4;62.8
1;0;Faroe Islands;Europe;;0;0
7;0;Finland;Europe;0.32620994;56.1;69.3
190;2;France;Europe;0.89684248;56.5;70
284;0;Germany;Europe;0.80583756;56.2;69.7
13;0;Greece;Europe;0.41959611;62;72.4
1;0;Holy See;Europe;;0;0
2;0;Hungary;Europe;;59;72.8
8;0;Iceland;Europe;12.04512159;53.3;69.6
2;0;India;Asia;0.00204915;21.1;17.5
2;0;Indonesia;Asia;0.00147806;31.2;25.3
1234;17;Iran;Asia;5.70350737;64.6;57.1
5;0;Ireland;Europe;0.36702935;58.3;69
2;0;Israel;Asia;0.22302111;59.5;71.4
778;49;Italy;Europe;7.65247638;58.6;70.1
59;0;Japan;Asia;0.23884541;25.1;34
6;0;Lebanon;Asia;0.32090043;66.9;66.8
2;0;Luxembourg;Europe;0.48868371;54;69.6
33;0;Malaysia;Asia;0.19092458;42.1;41.3
1;0;Malta;Europe;;63.9;76.2
0;0;Mexico;America;0.01646084;65.7;62.3
46;1;Netherlands;Europe;0.74064803;56.1;69.3
1;0;New Zealand;Oceania;0.10453555;63.5;72.7
2;0;North Macedonia;Europe;0.14442992;54.6;67.4
27;0;Norway;Europe;2.12078649;55.5;68
1;0;Pakistan;Asia;0.00277053;28.6;23.9
9;0;Palestine;Asia;;0;0
1;0;Peru;America;;59;53.5
2;0;Philippines;Asia;0.00184985;27.4;24.7
4;0;Poland;Europe;;56.7;68.8
4;0;Portugal;Europe;;57.6;67.3
3;0;Qatar;Asia;0.38840834;71.3;70.1
1;0;Romania;Europe;0.0360556;55.8;67.6
6;0;Russia;Europe;0.00548425;61.3;60.8
1;0;San Marino;Europe;66.75761182;0;0
1;0;Serbia;Europe;;55;66.7
13;0;Singapore;Asia;0.75805306;29.4;37.9
1;0;Slovakia;Europe;;53.3;66.7
3;0;Slovenia;Europe;;55;66.5
483;2;South Korea;Asia;12.53676868;28.9;35.5
233;2;Spain;Europe;1.62345064;61;73.6
59;0;Sweden;Europe;0.84064951;52.8;67.3
122;0;Switzerland;Europe;2.44601018;49.9;66.2
1;0;Taiwan;Asia;0.07991964;0;0
3;0;Thailand;Asia;0.02154381;38.3;30.9
1;0;Togo;Africa;;32;17.6
51;1;United Kingdom;Europe;0.39161487;62.7;71.8
105;2;United States of America;America;0.0920791;65.8;74.8
1;0;Vietnam;Asia;0.00103668;20.5;15.9
3;0;Afghanistan;Asia;0.01051476;22.2;17.1
1;1;Argentina;America;;60.5;66.4
11;1;Australia;Oceania;0.20632301;61.3;73.3
25;0;Austria;Europe;1.117536;51.3;65.3
7;0;Bahrain;Asia;3.83873885;67.2;62.9
27;0;Belgium;Europe;2.74976629;57.2;71.4
0;0;Brazil;America;0.00615969;56.2;57.6
2;0;Bulgaria;Europe;;60.2;73
1;0;Cambodia;Asia;0.00606555;23;17.4
6;0;Canada;America;0.12830438;62.3;73
46;27;China;Asia;0.26489351;31.8;35.8
1;0;Croatia;Europe;0.29438851;59.1;70
7;0;Czechia;Europe;0.24413604;60.3;73.3
8;0;Denmark;Europe;0.53392297;51.6;67
1;0;Faroe Islands;Europe;;0;0
103;1;France;Europe;1.05054427;56.5;70
3;0;Georgia;Europe;0.30024305;57.7;56.6
163;0;Germany;Europe;1.00217765;56.2;69.7
21;0;Greece;Europe;0.61540763;62;72.4
3;0;Hungary;Europe;;59;72.8
10;0;Iceland;Europe;14.84631265;53.3;69.6
3;0;India;Asia;0.00226871;21.1;17.5
1076;21;Iran;Asia;6.98917852;64.6;57.1
16;0;Iraq;Asia;0.13737036;63.4;56.2
1;0;Ireland;Europe;0.38741987;58.3;69
6;0;Israel;Asia;0.29344883;59.5;71.4
1247;36;Italy;Europe;9.61571182;58.6;70.1
47;0;Japan;Asia;0.25461078;25.1;34
0;0;Jordan;Asia;;68.8;64.2
3;0;Kuwait;Asia;1.44993781;72.8;71.6
1;0;Latvia;Europe;;60.1;63.7
10;0;Malaysia;Asia;0.22222369;42.1;41.3
2;0;Maldives;Asia;;31.8;25.3
2;0;Malta;Europe;;63.9;76.2
1;0;Mexico;America;0.01646084;65.7;62.3
1;0;Moldova;Europe;;53.4;55
60;0;Netherlands;Europe;1.0878268;56.1;69.3
34;0;Norway;Europe;2.75889923;55.5;68
3;0;Palestine;Asia;;0;0
1;0;Paraguay;America;;50.7;51.2
1;0;Philippines;Asia;0.00277478;27.4;24.7
1;0;Poland;Europe;;56.7;68.8
8;0;Portugal;Europe;;57.6;67.3
1;0;Qatar;Asia;0.42371819;71.3;70.1
6;0;Romania;Europe;0.06696041;55.8;67.6
0;0;Russia;Europe;0.00548425;61.3;60.8
3;0;San Marino;Europe;75.4651264;0;0
2;0;Saudi Arabia;Asia;;70.2;68.3
8;0;Singapore;Asia;0.84419546;29.4;37.9
2;0;Slovakia;Europe;;53.3;66.7
3;0;Slovenia;Europe;;55;66.5
1;0;South Africa;Africa;;64;38.6
367;6;South Korea;Asia;12.75345839;28.9;35.5
330;0;Spain;Europe;2.32651981;61;73.6
33;0;Sweden;Europe;1.41737417;52.8;67.3
55;0;Switzerland;Europe;3.08969707;49.9;66.2
0;0;Taiwan;Asia;0.07991964;0;0
16;0;United Arab Emirates;Asia;0.36845509;67.7;65.2
81;1;United Kingdom;Europe;0.51165008;62.7;71.8
95;3;United States of America;America;0.12094878;65.8;74.8
4;0;Vietnam;Asia;0.00518338;20.5;15.9
2;0;Albania;Europe;;52.8;64.9
3;0;Algeria;Africa;0.04645431;64.8;56.7
3;0;Argentina;America;;60.5;66.4
6;0;Australia;Oceania;0.23012951;61.3;73.3
3;0;Austria;Europe;1.15140073;51.3;65.3
16;0;Bahrain;Asia;4.81365665;67.2;62.9
3;0;Bangladesh;Asia;;20.8;17.3
64;0;Belgium;Europe;2.98546055;57.2;71.4
12;0;Brazil;America;0.01184556;56.2;57.6
2;0;Bulgaria;Europe;;60.2;73
1;0;Cameroon;Africa;;37.1;22.2
5;0;Canada;America;0.14166942;62.3;73
5;0;Chile;America;;63.2;65.7
45;23;China;Asia;0.25282754;31.8;35.8
4;0;Costa Rica;America;;63.3;59.7
6;0;Czechia;Europe;0.30047513;60.3;73.3
7;0;Denmark;Europe;0.65448622;51.6;67
1;0;Ecuador;America;0.08058177;58.3;51.4
34;1;Egypt;Africa;0.04781444;68.1;55.6
0;0;Faroe Islands;Europe;;0;0
11;0;Finland;Europe;0.52556045;56.1;69.3
410;9;France;Europe;1.66236692;56.5;70
1;0;Georgia;Europe;0.3252633;57.7;56.6
55;0;Germany;Europe;1.06842738;56.2;69.7
7;0;Greece;Europe;0.68067813;62;72.4
1;0;Hungary;Europe;;59;72.8
2;0;Iceland;Europe;15.40655087;53.3;69.6
2;0;Indonesia;Asia;0.00221709;31.2;25.3
743;49;Iran;Asia;7.86719784;64.6;57.1
7;4;Iraq;Asia;0.15517763;63.4;56.2
2;0;Ireland;Europe;0.4282009;58.3;69
14;0;Israel;Asia;0.44604221;59.5;71.4
1492;133;Italy;Europe;11.99975891;58.6;70.1
33;1;Japan;Asia;0.27116442;25.1;34
3;0;Kuwait;Asia;1.52124622;72.8;71.6
1;0;Latvia;Europe;;60.1;63.7
10;0;Lebanon;Asia;0.46676427;66.9;66.8
2;0;Luxembourg;Europe;0.81447286;54;69.6
6;0;Malaysia;Asia;0.24100316;42.1;41.3
2;0;Maldives;Asia;;31.8;25.3
0;0;Malta;Europe;;63.9;76.2
4;0;Mexico;America;0.01959623;65.7;62.3
77;2;Netherlands;Europe;1.53337288;56.1;69.3
22;0;Norway;Europe;3.17179572;55.5;68
6;0;Peru;America;;59;53.5
4;0;Philippines;Asia;0.00647449;27.4;24.7
5;0;Poland;Europe;;56.7;68.8
9;0;Portugal;Europe;;57.6;67.3
3;0;Qatar;Asia;0.52964774;71.3;70.1
2;0;Romania;Europe;0.07726201;55.8;67.6
0;0;Russia;Europe;0.00548425;61.3;60.8
11;0;San Marino;Europe;107.3926799;0;0
4;0;Saudi Arabia;Asia;;70.2;68.3
12;0;Singapore;Asia;1.0509372;29.4;37.9
2;0;Slovakia;Europe;;53.3;66.7
4;0;Slovenia;Europe;;55;66.5
1;0;South Africa;Africa;;64;38.6
248;1;South Korea;Asia;12.92329627;28.9;35.5
433;0;Spain;Europe;3.24903179;61;73.6
46;0;Sweden;Europe;1.73994898;52.8;67.3
68;1;Switzerland;Europe;3.88552813;49.9;66.2
0;0;Taiwan;Asia;0.07150705;0;0
60;0;United Kingdom;Europe;0.60167648;62.7;71.8
121;4;United States of America;America;0.15771964;65.8;74.8
9;0;Vietnam;Asia;0.01451347;20.5;15.9
4;0;Albania;Europe;;52.8;64.9
20;0;Australia;Oceania;0.30948451;61.3;73.3
29;0;Austria;Europe;1.47875976;51.3;65.3
30;0;Bahrain;Asia;6.58069517;67.2;62.9
94;1;Belgium;Europe;3.54414322;57.2;71.4
0;0;Brazil;America;0.01184556;56.2;57.6
1;0;Brunei Darussalam;Asia;;42.5;42
15;1;Canada;America;0.17641852;62.3;73
-9;1;Japan;Other;;25.1;34
3;0;Chile;America;;63.2;65.7
20;17;China;Asia;0.2183035;31.8;35.8
2;0;Colombia;America;;61.3;55.7
4;0;Costa Rica;America;;63.3;59.7
2;0;Cyprus;Europe;;54.8;66.6
8;0;Czechia;Europe;0.37559391;60.3;73.3
75;0;Denmark;Europe;1.94623533;51.6;67
3;0;Dominican Republic;America;0.04655946;64;55.6
1;0;Ecuador;America;0.08633761;58.3;51.4
6;0;Egypt;Africa;0.05379125;68.1;55.6
0;0;Faroe Islands;Europe;;0;0
10;0;Finland;Europe;0.70678819;56.1;69.3
286;11;France;Europe;2.08915053;56.5;70
2;0;Georgia;Europe;0.37530381;57.7;56.6
237;2;Germany;Europe;1.35390346;56.2;69.7
11;0;Greece;Europe;0.78324607;62;72.4
1;0;Hungary;Europe;;59;72.8
10;0;Iceland;Europe;18.20774193;53.3;69.6
10;0;India;Asia;0.00300055;21.1;17.5
595;43;Iran;Asia;8.56310052;64.6;57.1
1797;98;Italy;Europe;14.81621482;58.6;70.1
26;2;Japan;Asia;0.29165941;25.1;34
1;0;Kuwait;Asia;1.5450157;72.8;71.6
3;0;Latvia;Europe;;60.1;63.7
9;0;Lebanon;Asia;0.58345534;66.9;66.8
18;0;Malaysia;Asia;0.29734156;42.1;41.3
2;0;Malta;Europe;;63.9;76.2
2;0;Mexico;America;0.01959623;65.7;62.3
1;0;Mongolia;Asia;;54;53.9
56;0;Netherlands;Europe;1.85740639;56.1;69.3
1;0;Nigeria;Africa;0.00099521;32.6;19.7
23;0;Norway;Europe;3.60346022;55.5;68
2;0;Oman;Asia;0.36180963;60.8;54
10;0;Pakistan;Asia;0.00738807;28.6;23.9
1;0;Palestine;Asia;;0;0
1;0;Panama;America;;61.2;55.8
2;0;Peru;America;;59;53.5
23;0;Philippines;Asia;0.02774781;27.4;24.7
6;0;Poland;Europe;;56.7;68.8
0;0;Bahrain;Asia;;67.2;62.9
9;0;Portugal;Europe;;57.6;67.3
3;0;Qatar;Asia;0.63557729;71.3;70.1
2;0;Romania;Europe;0.08756361;55.8;67.6
0;0;Russia;Europe;0.00548425;61.3;60.8
12;1;San Marino;Europe;142.2227382;0;0
4;0;Saudi Arabia;Asia;;70.2;68.3
10;0;Singapore;Asia;1.20599351;29.4;37.9
4;0;South Africa;Africa;;64;38.6
131;3;South Korea;Asia;12.92524843;28.9;35.5
772;23;Spain;Europe;4.89165704;61;73.6
101;0;Sweden;Europe;2.18959872;52.8;67.3
42;0;Switzerland;Europe;4.37707084;49.9;66.2
0;0;Taiwan;Asia;0.06309445;0;0
1;0;Tunisia;Africa;;66.7;57.4
